filename,width,height,class,xmin,ymin,xmax,ymax
M_1244.jpg,960,1190,Mask,238,271,364,399
M_1245.jpg,960,1190,Mask,288,208,425,345
M_1246.jpg,960,1190,Mask,480,168,613,302
M_1247.jpg,608,403,Mask,428,154,564,290
M_1248.jpg,1280,892,Mask,650,319,777,446
M_1249.jpg,960,892,Mask,476,224,827,574
M_124.jpg,305,204,Mask,184,36,291,143
M_1250.jpg,1512,939,Mask,659,259,834,433
M_1251.jpg,960,1190,Mask,205,409,775,979
M_1253.jpg,690,855,Mask,386,208,468,290
M_1254.jpg,960,892,Mask,410,209,747,546
M_1255.jpg,690,641,Mask,351,184,445,279
M_1256.jpg,690,962,Mask,238,200,425,386
M_1258.jpg,2448,3035,Mask,388,1320,953,1884
M_1259.jpg,960,1188,Mask,453,343,788,678
M_125.jpg,305,459,Mask,51,94,198,240
M_1263.jpg,750,930,Mask,108,150,720,762
M_1264.jpg,690,641,Mask,349,274,588,513
M_1265.jpg,2320,2157,Mask,829,636,1606,1412
M_1266.jpg,2320,2157,Mask,602,610,1411,1421
M_1267.jpg,2320,2157,Mask,1373,788,2018,1433
M_1268.jpg,2320,2157,Mask,641,625,1400,1384
M_1269.jpg,2320,2157,Mask,693,654,1538,1498
M_126.jpg,305,457,Mask,131,126,289,284
M_1270.jpg,640,1001,Mask,206,330,610,734
M_1271.jpg,750,1240,Mask,129,433,658,962
M_1272.jpg,700,1104,Mask,311,152,408,249
M_1273.jpg,864,803,Mask,383,142,479,238
M_1274.jpg,960,1190,Mask,387,383,484,480
M_1275.jpg,960,1190,Mask,202,404,845,1047
M_1276.jpg,682,952,Mask,282,178,361,257
M_1277.jpg,683,952,Mask,275,127,371,223
M_1278.jpg,1440,892,Mask,577,227,948,599
M_1279.jpg,5016,3109,Mask,1815,410,3772,2362
M_127.jpg,305,203,Mask,12,48,116,152
M_1280.jpg,750,930,Mask,208,352,515,659
M_1281.jpg,1242,1540,Mask,704,587,798,681
M_1282.jpg,960,892,Mask,108,411,569,872
M_1284.jpg,960,1190,Mask,277,605,733,1060
M_1285.jpg,2048,1904,Mask,1132,602,1370,840
M_1286.jpg,960,1190,Mask,256,352,697,794
M_1287.jpg,960,1587,Mask,182,362,689,868
M_1288.jpg,960,892,Mask,340,184,703,547
M_1289.jpg,960,1190,Mask,86,212,885,1010
M_128.jpg,305,458,Mask,120,199,199,278
M_1290.jpg,3024,3749,Mask,837,766,1140,1070
M_1292.jpg,960,892,Mask,285,86,920,722
M_1293.jpg,600,744,Mask,150,349,388,588
M_1294.jpg,960,1190,Mask,221,253,711,743
M_1295.jpg,960,1190,Mask,280,393,665,779
M_1296.jpg,720,1190,Mask,227,313,568,655
M_1297.jpg,720,1190,Mask,288,231,607,551
M_1298.jpg,2048,1409,Mask,1076,383,1352,659
M_1299.jpg,960,1587,Mask,230,353,686,808
M_129.jpg,305,404,Mask,19,158,105,245
M_12.jpg,305,431,Mask,24,201,128,304
M_1300.jpg,960,1587,Mask,73,192,769,889
M_1301.jpg,960,1189,Mask,438,258,903,723
M_1302.jpg,720,1190,Mask,96,353,327,584
M_1303.jpg,720,1190,Mask,204,213,484,493
M_1304.jpg,1280,892,Mask,531,105,837,411
M_1305.jpg,960,1190,Mask,389,164,862,637
M_1306.jpg,960,1190,Mask,372,342,715,685
M_1307.jpg,750,930,Mask,88,370,400,680
M_1308.jpg,960,1190,Mask,358,379,713,734
M_1309.jpg,720,836,Mask,281,269,416,404
M_130.jpg,305,458,Mask,89,251,228,389
M_1310.jpg,853,1153,Mask,327,355,565,592
M_1311.jpg,960,1190,Mask,181,549,613,981
M_1312.jpg,960,892,Mask,208,273,689,754
M_1313.jpg,960,892,Mask,155,214,556,616
M_1314.jpg,960,1190,Mask,151,120,512,481
M_1315.jpg,960,1190,Mask,275,119,661,504
M_1316.jpg,960,1190,Mask,170,143,568,541
M_1317.jpg,581,571,Mask,189,169,352,332
M_1318.jpg,960,1585,Mask,128,332,802,1005
M_1319.jpg,960,1190,Mask,454,351,686,583
M_131.jpg,305,458,Mask,89,138,247,296
M_1320.jpg,960,1190,Mask,348,251,561,464
M_1321.jpg,960,1190,Mask,648,720,842,914
M_1322.jpg,791,415,Mask,321,127,539,345
M_1323.jpg,400,372,Mask,118,85,314,280
M_1324.jpg,960,1189,Mask,258,645,755,1142
M_1325.jpg,960,1190,Mask,239,66,874,702
M_1326.jpg,579,717,Mask,249,155,465,371
M_1327.jpg,960,1582,Mask,192,669,744,1222
M_1328.jpg,750,928,Mask,140,314,628,802
M_1329.jpg,960,1190,Mask,275,576,807,1108
M_132.jpg,305,458,Mask,114,59,192,136
M_1330.jpg,960,1190,Mask,521,509,843,832
M_1331.jpg,960,1190,Mask,577,502,874,799
M_1332.jpg,750,930,Mask,287,65,532,310
M_1333.jpg,750,930,Mask,178,448,582,851
M_1334.jpg,1280,669,Mask,720,188,1022,490
M_1335.jpg,720,1190,Mask,198,328,581,711
M_1336.jpg,750,929,Mask,228,117,486,376
M_1337.jpg,750,930,Mask,155,29,595,469
M_1338.jpg,1440,2175,Mask,529,614,1132,1216
M_1339.jpg,1440,2187,Mask,658,685,1158,1186
M_133.jpg,305,203,Mask,163,61,248,146
M_1340.jpg,1440,2193,Mask,588,714,1136,1263
M_1341.jpg,1440,2220,Mask,711,714,1293,1296
M_1342.jpg,3024,2812,Mask,1306,958,1850,1504
M_1343.jpg,3024,2812,Mask,1850,293,2388,830
M_1344.jpg,3024,2812,Mask,1614,381,2110,878
M_1345.jpg,930,574,Mask,712,216,770,274
M_1346.jpg,720,1190,Mask,150,443,433,727
M_1347.jpg,720,1190,Mask,99,409,436,747
M_1348.jpg,720,1190,Mask,221,514,637,930
M_1349.jpg,1773,1648,Mask,579,588,1225,1234
M_134.jpg,305,203,Mask,166,45,213,92
M_1350.jpg,640,793,Mask,148,165,450,468
M_1351.jpg,960,1190,Mask,304,395,660,751
M_1352.jpg,960,1190,Mask,176,342,614,780
M_1353.jpg,750,930,Mask,445,352,577,483
M_1354.jpg,1280,892,Mask,398,118,579,299
M_1355.jpg,960,1190,Mask,323,330,552,559
M_1357.jpg,876,1110,Mask,254,313,664,723
M_1358.jpg,960,1190,Mask,392,379,667,653
M_1359.jpg,960,1189,Mask,202,428,748,974
M_135.jpg,305,458,Mask,124,116,186,177
M_1360.jpg,640,792,Mask,225,89,464,327
M_1361.jpg,2448,3035,Mask,1055,396,1652,993
M_1362.jpg,3024,3749,Mask,1235,1126,1607,1497
M_1363.jpg,3024,3749,Mask,1159,1389,1586,1812
M_1364.jpg,690,481,Mask,124,42,460,379
M_1365.jpg,1278,892,Mask,246,107,826,687
M_1366.jpg,690,481,Mask,133,37,456,360
M_1367.jpg,960,1190,Mask,182,210,789,817
M_1368.jpg,960,1190,Mask,371,224,669,523
M_1369.jpg,960,1190,Mask,216,381,753,918
M_136.jpg,305,459,Mask,124,43,224,142
M_1370.jpg,960,1190,Mask,131,207,560,637
M_1371.jpg,750,930,Mask,150,167,528,544
M_1372.jpg,720,1190,Mask,255,261,693,697
M_1373.jpg,960,1190,Mask,190,435,661,906
M_1374.jpg,1932,2395,Mask,514,494,1092,1071
M_1375.jpg,1932,2395,Mask,596,451,1122,975
M_1376.jpg,891,463,Mask,367,109,586,328
M_1377.jpg,886,467,Mask,418,67,674,323
M_1378.jpg,889,465,Mask,391,80,679,368
M_1379.jpg,800,1005,Mask,238,234,498,494
M_137.jpg,305,459,Mask,46,170,252,376
M_1380.jpg,960,1190,Mask,177,240,713,775
M_1381.jpg,960,1188,Mask,189,391,670,872
M_1382.jpg,961,892,Mask,278,88,767,577
M_1383.jpg,1440,892,Mask,271,269,434,433
M_1384.jpg,960,892,Mask,54,247,347,540
M_1385.jpg,960,1587,Mask,296,186,850,740
M_1386.jpg,960,1587,Mask,224,571,744,1091
M_1387.jpg,720,1190,Mask,154,301,563,710
M_1388.jpg,960,1190,Mask,309,565,645,900
M_1389.jpg,3276,3809,Mask,1302,1378,2596,2673
M_138.jpg,305,459,Mask,157,96,251,190
M_1390.jpg,750,930,Mask,207,206,528,527
M_1391.jpg,690,487,Mask,259,110,471,322
M_1392.jpg,690,611,Mask,196,167,443,413
M_1393.jpg,690,582,Mask,288,131,526,369
M_1394.jpg,3927,3718,Mask,903,507,2269,1872
M_1395.jpg,690,483,Mask,282,120,467,305
M_1396.jpg,690,545,Mask,246,161,455,369
M_1397.jpg,960,1188,Mask,92,258,786,952
M_1398.jpg,960,1190,Mask,328,506,836,1014
M_1399.jpg,2320,2871,Mask,393,1238,1578,2424
M_139.jpg,305,459,Mask,45,105,84,143
M_13.jpg,305,204,Mask,176,64,270,159
M_1400.jpg,750,930,Mask,200,185,674,659
M_1401.jpg,960,1188,Mask,213,416,800,1004
M_1403.jpg,1280,892,Mask,335,433,708,806
M_1404.jpg,1000,930,Mask,516,464,702,650
M_1405.jpg,1280,892,Mask,674,320,915,560
M_1406.jpg,960,1190,Mask,226,195,649,618
M_1407.jpg,960,892,Mask,275,203,865,793
M_1408.jpg,540,892,Mask,154,142,507,494
M_1409.jpg,1215,1506,Mask,170,531,565,926
M_140.jpg,305,458,Mask,102,62,184,144
M_1410.jpg,843,1393,Mask,381,422,633,675
M_1411.jpg,843,1393,Mask,403,291,624,513
M_1412.jpg,843,1394,Mask,267,356,563,653
M_1413.jpg,960,1190,Mask,152,295,598,741
M_1414.jpg,690,1141,Mask,215,359,606,751
M_1415.jpg,750,1240,Mask,216,339,643,766
M_1416.jpg,960,1190,Mask,445,394,587,536
M_1417.jpg,1838,2276,Mask,901,477,1693,1270
M_1418.jpg,720,1190,Mask,99,61,675,638
M_1419.jpg,960,1190,Mask,336,404,583,652
M_141.jpg,305,458,Mask,79,119,229,269
M_1420.jpg,1125,1395,Mask,582,389,994,801
M_1421.jpg,960,1190,Mask,425,261,765,602
M_1422.jpg,1707,892,Mask,405,211,690,496
M_1423.jpg,1707,892,Mask,448,239,722,513
M_1424.jpg,640,793,Mask,272,363,570,662
M_1425.jpg,960,1190,Mask,382,189,518,324
M_1426.jpg,723,896,Mask,274,174,548,447
M_1427.jpg,960,1188,Mask,353,265,784,696
M_1428.jpg,750,930,Mask,85,172,554,640
M_1429.jpg,750,1240,Mask,199,273,571,644
M_142.jpg,305,458,Mask,95,236,213,354
M_1430.jpg,960,1190,Mask,285,428,660,803
M_1431.jpg,720,1190,Mask,198,298,599,698
M_1432.jpg,960,1587,Mask,265,543,720,999
M_1433.jpg,980,607,Mask,561,358,618,415
M_1434.jpg,980,607,Mask,439,264,525,350
M_1435.jpg,980,607,Mask,467,229,708,468
M_1436.jpg,1440,892,Mask,645,151,949,455
M_1437.jpg,960,1190,Mask,228,420,755,947
M_1438.jpg,960,1190,Mask,316,334,720,738
M_1439.jpg,960,1190,Mask,81,411,440,771
M_143.jpg,305,379,Mask,81,121,117,157
M_1440.jpg,690,962,Mask,297,129,451,283
M_1441.jpg,690,962,Mask,273,113,451,291
M_1442.jpg,690,962,Mask,291,184,507,402
M_1443.jpg,690,962,Mask,273,86,397,210
M_1444.jpg,690,962,Mask,250,123,449,322
M_1445.jpg,960,1190,Mask,215,308,677,771
M_1446.jpg,960,1190,Mask,138,231,898,991
M_1447.jpg,960,1116,Mask,170,255,580,664
M_1448.jpg,960,1190,Mask,221,188,732,699
M_1449.jpg,960,1190,Mask,373,236,733,596
M_144.jpg,305,458,Mask,53,106,125,178
M_1450.jpg,960,1190,Mask,388,248,707,567
M_1451.jpg,2448,3035,Mask,637,1544,1457,2364
M_1452.jpg,960,1190,Mask,349,550,654,855
M_1453.jpg,960,1190,Mask,515,383,855,723
M_1454.jpg,1920,1785,Mask,1233,505,1677,947
M_1455.jpg,750,929,Mask,202,205,565,569
M_1456.jpg,960,892,Mask,234,372,641,779
M_1457.jpg,960,1190,Mask,206,299,674,766
M_1458.jpg,960,1190,Mask,218,390,750,922
M_1459.jpg,516,418,Mask,170,95,315,240
M_145.jpg,267,650,Mask,126,31,186,92
M_1460.jpg,720,1190,Mask,132,362,576,806
M_1461.jpg,852,1056,Mask,277,395,525,643
M_1462.jpg,885,1095,Mask,312,262,584,534
M_1463.jpg,960,892,Mask,274,27,675,429
M_1464.jpg,720,1190,Mask,233,177,599,543
M_1465.jpg,698,1155,Mask,238,518,413,694
M_1466.jpg,598,418,Mask,230,90,365,225
M_1467.jpg,598,418,Mask,270,118,384,233
M_1468.jpg,598,418,Mask,316,207,407,298
M_1469.jpg,598,418,Mask,293,123,386,216
M_146.jpg,305,203,Mask,37,54,111,129
M_1470.jpg,1280,892,Mask,736,311,928,503
M_1471.jpg,598,418,Mask,227,43,373,189
M_1472.jpg,598,418,Mask,384,67,536,218
M_1473.jpg,598,418,Mask,283,198,360,275
M_1474.jpg,960,1116,Mask,553,237,633,318
M_1475.jpg,600,744,Mask,202,186,488,473
M_1476.jpg,1000,1395,Mask,323,362,698,737
M_1477.jpg,960,1190,Mask,416,285,600,469
M_1478.jpg,960,1587,Mask,133,592,807,1267
M_1479.jpg,960,1189,Mask,352,195,845,689
M_147.jpg,305,458,Mask,117,100,246,229
M_1480.jpg,720,1190,Mask,155,237,615,697
M_1481.jpg,960,892,Mask,336,201,918,783
M_1482.jpg,960,892,Mask,357,172,892,708
M_1483.jpg,960,892,Mask,208,87,862,741
M_1484.jpg,3547,4397,Mask,863,1958,2761,3853
M_1485.jpg,750,930,Mask,86,320,391,625
M_1486.jpg,1935,2395,Mask,512,683,1577,1749
M_1487.jpg,960,1190,Mask,353,194,771,612
M_1488.jpg,960,1190,Mask,371,255,813,698
M_1489.jpg,960,1190,Mask,197,232,696,731
M_148.jpg,305,203,Mask,118,80,172,133
M_1490.jpg,960,1190,Mask,380,190,846,656
M_1491.jpg,960,1190,Mask,160,236,831,907
M_1492.jpg,960,1190,Mask,212,193,884,865
M_1493.jpg,960,1190,Mask,155,243,744,832
M_1494.jpg,690,1141,Mask,75,328,535,787
M_1495.jpg,720,1190,Mask,119,564,531,975
M_1496.jpg,960,1190,Mask,247,355,741,848
M_1497.jpg,690,427,Mask,167,166,277,276
M_1498.jpg,690,427,Mask,255,240,329,313
M_1499.jpg,1264,2091,Mask,241,497,1022,1279
M_149.jpg,305,458,Mask,207,76,303,172
M_14.jpg,305,203,Mask,117,63,217,163
M_1500.jpg,960,1190,Mask,528,196,757,424
M_1501.jpg,750,930,Mask,196,272,618,694
M_1502.jpg,810,1004,Mask,158,297,496,636
M_1503.jpg,960,1190,Mask,252,378,737,863
M_1504.jpg,1000,1395,Mask,465,242,583,360
M_1505.jpg,960,1190,Mask,288,388,830,929
M_1506.jpg,383,511,Mask,223,87,293,158
M_1507.jpg,960,1582,Mask,243,476,792,1025
M_1508.jpg,1920,1004,Mask,500,279,1112,893
M_150.jpg,305,458,Mask,59,93,152,186
M_1510.jpg,960,1190,Mask,688,252,763,327
